"emp_no","dept_no","from_date","to_date"
441550,"d001","1986-05-23","9999-01-01"
43374,"d004","1997-03-22","9999-01-01"
457183,"d005","2000-01-10","9999-01-01"
254648,"d004","1991-07-11","9999-01-01"
419791,"d007","1992-03-24","9999-01-01"
225014,"d009","1993-08-07","9999-01-01"
89241,"d004","1991-05-09","9999-01-01"
432169,"d006","1988-02-23","1989-12-20"
258778,"d005","1989-03-25","9999-01-01"
470477,"d002","1996-07-07","9999-01-01"
94037,"d007","1998-10-29","9999-01-01"
262501,"d007","1993-06-25","9999-01-01"
81028,"d004","1999-12-30","9999-01-01"
62367,"d005","1990-08-10","1992-11-08"
293539,"d003","1994-03-14","9999-01-01"
214642,"d004","1992-06-10","9999-01-01"
239652,"d002","1992-09-25","9999-01-01"
298278,"d003","1986-11-27","9999-01-01"
77542,"d009","1996-01-01","9999-01-01"
452551,"d008","1998-03-06","9999-01-01"
99393,"d002","1991-08-07","1992-03-28"
94755,"d007","1988-12-02","1994-09-22"
263060,"d005","1998-11-07","1999-02-02"
266911,"d009","1996-12-08","2000-06-05"
414983,"d003","1996-06-26","2002-06-18"
78840,"d007","1992-07-29","2000-06-24"
69965,"d006","1999-09-16","1999-09-19"
56707,"d004","1994-07-19","2001-02-17"
293733,"d003","1986-05-14","1997-07-28"
77978,"d008","1993-12-12","9999-01-01"
460645,"d002","1986-02-18","9999-01-01"
441803,"d007","1997-12-15","2001-09-03"
260132,"d004","1996-09-01","9999-01-01"
203436,"d004","1999-02-15","9999-01-01"
433692,"d004","2000-01-13","9999-01-01"
401529,"d004","1985-04-19","1997-11-25"
213043,"d007","1989-05-04","9999-01-01"
269884,"d004","1996-07-05","1997-06-19"
401355,"d001","1995-03-16","9999-01-01"
484457,"d004","1989-01-07","9999-01-01"
286683,"d003","1997-02-11","9999-01-01"
36069,"d002","1996-03-20","9999-01-01"
95904,"d005","1996-04-09","1998-05-27"
10663,"d004","1999-02-12","9999-01-01"
297293,"d001","1999-07-11","2000-02-18"
210602,"d005","1991-09-19","1996-03-21"
497521,"d004","1998-12-01","2001-03-24"
47539,"d007","1985-09-19","9999-01-01"
104251,"d007","1994-07-20","9999-01-01"
434675,"d005","1997-09-19","9999-01-01"
56855,"d003","1997-09-21","1998-04-22"
414827,"d005","1993-01-31","9999-01-01"
88207,"d007","1989-11-03","9999-01-01"
225592,"d003","1995-12-19","9999-01-01"
106844,"d004","1991-06-19","1998-08-23"
56748,"d005","1997-11-30","2001-02-04"
457342,"d005","1989-02-12","9999-01-01"
89356,"d009","1990-12-27","1994-05-29"
429554,"d007","1997-11-10","9999-01-01"
297895,"d007","1988-10-07","9999-01-01"
291101,"d004","1995-11-15","9999-01-01"
488059,"d005","1996-04-16","9999-01-01"
210403,"d004","1985-03-04","9999-01-01"
22978,"d007","1993-07-30","1998-02-01"
205020,"d007","1997-07-06","2001-04-06"
81944,"d007","1985-11-16","1995-07-11"
444696,"d002","1996-06-23","1997-07-02"
281666,"d005","1995-10-05","1997-11-22"
32542,"d008","1989-05-12","9999-01-01"
436651,"d007","1989-01-16","9999-01-01"
18494,"d009","1998-07-10","9999-01-01"
83716,"d007","1992-12-14","9999-01-01"
256459,"d002","1987-06-21","9999-01-01"
231481,"d003","1996-02-17","9999-01-01"
10188,"d004","1987-08-27","9999-01-01"
205793,"d005","1995-03-02","2001-12-27"
241583,"d001","1997-09-13","9999-01-01"
263267,"d007","1985-07-26","9999-01-01"
96099,"d005","1991-06-27","9999-01-01"
76952,"d004","1987-10-25","9999-01-01"
426324,"d007","1993-09-29","9999-01-01"
85176,"d003","1985-08-14","9999-01-01"
446029,"d004","1988-06-25","9999-01-01"
40713,"d005","1986-04-29","9999-01-01"
30036,"d008","1992-04-18","2002-03-17"
412062,"d005","1991-11-06","9999-01-01"
75423,"d004","1989-06-10","1997-04-18"
428022,"d005","2002-04-16","9999-01-01"
265637,"d001","1996-07-11","9999-01-01"
93373,"d004","1989-10-01","9999-01-01"
405873,"d007","1989-12-03","9999-01-01"
245765,"d004","1998-12-01","1999-03-19"
94070,"d005","1997-11-01","1999-12-21"
109757,"d001","1994-05-07","1995-01-06"
38195,"d004","1998-10-22","9999-01-01"
481714,"d007","1993-10-29","1999-11-05"
455711,"d006","1999-04-12","9999-01-01"
10181,"d005","1988-06-22","9999-01-01"
442123,"d003","1992-07-01","2000-05-03"
19235,"d006","1985-07-18","9999-01-01"
75323,"d003","1996-01-12","9999-01-01"
223208,"d003","1988-12-17","9999-01-01"
72450,"d004","1985-03-16","9999-01-01"
406215,"d008","1990-10-27","1999-05-15"
479390,"d008","1999-12-11","2002-07-15"
445080,"d009","1998-05-16","9999-01-01"
404549,"d004","1989-09-22","9999-01-01"
42103,"d006","1992-10-12","9999-01-01"
93014,"d008","1993-09-03","9999-01-01"
282540,"d007","1985-03-24","9999-01-01"
64103,"d009","1993-02-12","9999-01-01"
72945,"d004","1993-11-29","9999-01-01"
220175,"d009","1986-10-19","1988-05-08"
27502,"d003","1988-10-10","1989-01-23"
424773,"d005","1985-02-07","9999-01-01"
79040,"d006","1988-01-30","1992-09-18"
486903,"d005","1997-08-15","1999-07-30"
10307,"d004","1999-10-16","2000-01-21"
205694,"d002","1999-01-14","9999-01-01"
480220,"d008","1993-12-19","1994-04-08"
267400,"d007","1993-03-11","9999-01-01"
202667,"d005","1986-03-27","9999-01-01"
477687,"d006","1996-05-07","9999-01-01"
440616,"d007","1991-03-06","1993-12-01"
430137,"d005","1990-11-30","9999-01-01"
205514,"d009","1990-06-16","9999-01-01"
286356,"d005","1985-07-04","9999-01-01"
204175,"d005","1999-10-19","9999-01-01"
280389,"d003","1993-05-15","1994-01-09"
69992,"d005","1987-10-09","1998-01-18"
96942,"d005","1999-11-17","9999-01-01"
279692,"d002","1998-10-01","9999-01-01"
438634,"d004","1992-09-27","9999-01-01"
274301,"d004","1991-11-07","2001-12-21"
445578,"d005","1991-05-15","9999-01-01"
13888,"d006","1995-03-09","2001-10-17"
411059,"d009","1987-02-02","1994-09-24"
24326,"d007","1995-12-21","9999-01-01"
40651,"d005","1994-06-17","9999-01-01"
201372,"d007","1994-12-08","2001-02-21"
491279,"d004","1987-11-20","1990-12-07"
266583,"d001","1991-09-23","9999-01-01"
69899,"d002","1991-09-14","9999-01-01"
455706,"d005","1990-05-19","2001-12-19"
298346,"d002","1991-02-09","9999-01-01"
493334,"d007","1995-06-17","1999-01-23"
415325,"d005","1992-03-11","1992-12-10"
292325,"d005","1990-01-03","9999-01-01"
202806,"d007","1989-04-09","1991-08-19"
50493,"d005","1988-11-22","9999-01-01"
82402,"d009","1997-02-18","9999-01-01"
252396,"d006","1987-09-27","9999-01-01"
244177,"d007","1998-06-27","9999-01-01"
433042,"d003","1994-02-23","9999-01-01"
456207,"d007","1996-10-05","1998-02-04"
54708,"d004","1998-12-02","2000-04-02"
71218,"d006","1985-09-04","1989-09-23"
431112,"d007","1990-09-16","1992-12-07"
409835,"d007","1995-10-23","2002-01-22"
298474,"d008","1987-04-05","9999-01-01"
52322,"d005","1991-04-23","9999-01-01"
64998,"d007","1990-05-09","2001-04-29"
281436,"d004","1986-05-13","9999-01-01"
440210,"d005","1999-05-19","9999-01-01"
16831,"d002","1990-01-18","9999-01-01"
84768,"d005","1987-05-27","1990-12-29"
478872,"d006","1996-09-09","1999-07-08"
79666,"d005","1991-06-30","1999-03-16"
65251,"d005","1998-07-01","1999-05-15"
83661,"d004","1993-12-19","9999-01-01"
281628,"d006","1985-02-18","9999-01-01"
64217,"d003","1985-12-07","9999-01-01"
36656,"d005","1989-06-18","1997-12-28"
497557,"d004","1993-03-03","9999-01-01"
257955,"d008","1997-08-28","9999-01-01"
62669,"d005","1998-08-29","9999-01-01"
202620,"d003","1998-10-16","9999-01-01"
491969,"d007","1997-06-24","9999-01-01"
217288,"d005","1993-08-29","9999-01-01"
244594,"d004","1991-01-10","9999-01-01"
55135,"d003","1988-02-26","9999-01-01"
15141,"d004","1997-08-04","9999-01-01"
94820,"d009","1995-06-14","1996-04-26"
44132,"d002","1994-08-22","9999-01-01"
416381,"d001","1996-05-26","9999-01-01"
436924,"d004","1996-03-22","9999-01-01"
73711,"d004","1991-10-15","9999-01-01"
96344,"d004","2000-11-04","2001-08-16"
447521,"d004","1991-12-01","9999-01-01"
75524,"d005","1994-10-14","9999-01-01"
239615,"d008","1990-09-10","9999-01-01"
465701,"d003","1994-04-08","9999-01-01"
292082,"d005","1993-04-01","9999-01-01"
415466,"d002","1989-12-13","1997-07-26"
431184,"d001","1994-01-18","9999-01-01"
449214,"d009","1998-11-04","9999-01-01"
74627,"d001","1999-10-22","9999-01-01"
225396,"d006","1995-07-28","9999-01-01"
406674,"d008","1988-12-06","9999-01-01"
63817,"d005","1996-01-13","9999-01-01"
262014,"d005","1997-12-20","1999-02-23"
424819,"d004","1991-08-19","1995-07-04"
90373,"d004","1993-11-14","9999-01-01"
238993,"d005","1991-11-14","9999-01-01"
228215,"d005","1987-01-26","9999-01-01"
28744,"d004","1990-06-03","9999-01-01"
41427,"d004","1996-08-30","9999-01-01"
32973,"d005","1988-08-01","1995-12-20"
53271,"d004","1993-09-06","9999-01-01"
283746,"d004","2000-05-26","2000-07-01"
415479,"d005","1998-02-25","1998-09-22"
12239,"d008","1999-11-20","9999-01-01"
456472,"d002","1992-07-29","9999-01-01"
240908,"d007","1988-02-06","9999-01-01"
58194,"d002","1996-05-30","1997-10-30"
449858,"d003","1990-08-29","2000-06-30"
426185,"d004","1989-12-11","1992-07-21"
489600,"d005","1989-10-12","9999-01-01"
63426,"d004","1986-06-29","9999-01-01"
211590,"d005","1994-01-15","9999-01-01"
70731,"d007","1998-08-31","9999-01-01"
216892,"d007","1995-05-23","9999-01-01"
454475,"d005","1992-03-09","1997-09-05"
436450,"d004","1991-03-25","2001-11-09"
229640,"d001","1996-07-22","1999-01-10"
486108,"d005","1989-11-03","9999-01-01"
11979,"d003","1998-06-07","9999-01-01"
68445,"d004","1993-12-04","9999-01-01"
486734,"d004","1988-12-10","9999-01-01"
48028,"d005","1988-10-30","9999-01-01"
33833,"d001","1993-09-25","9999-01-01"
39609,"d005","1999-05-19","9999-01-01"
240209,"d007","1985-06-05","9999-01-01"
108024,"d007","2001-05-26","9999-01-01"
61892,"d005","1989-01-22","9999-01-01"
294888,"d009","1986-04-24","9999-01-01"
247984,"d009","1992-01-26","9999-01-01"
297709,"d003","1997-07-24","9999-01-01"
419788,"d005","1989-02-22","1992-02-20"
247882,"d003","1994-09-16","1997-11-04"
445394,"d004","1999-02-20","9999-01-01"
402737,"d005","1998-03-10","9999-01-01"
36903,"d007","1990-01-19","9999-01-01"
21376,"d005","1996-09-18","2000-06-02"
431993,"d008","1988-10-19","1992-09-26"
238983,"d002","1994-04-04","9999-01-01"
226524,"d002","1994-05-02","1999-05-05"
231474,"d007","1992-09-17","1998-06-20"
449281,"d002","1988-09-22","1998-01-15"
471655,"d004","1987-10-29","9999-01-01"
70845,"d005","1986-03-26","9999-01-01"
66374,"d002","1985-02-11","9999-01-01"
479276,"d005","1996-07-21","9999-01-01"
268116,"d005","1989-06-26","9999-01-01"
432583,"d007","1987-02-21","2000-09-16"
234354,"d005","1992-08-01","9999-01-01"
226371,"d005","1995-04-24","1999-07-17"
475195,"d004","1988-05-03","1998-11-26"
89640,"d007","1988-02-07","1993-11-19"
480725,"d004","1996-12-20","9999-01-01"
96117,"d007","1994-06-01","9999-01-01"
283206,"d002","1998-05-18","9999-01-01"
299556,"d006","1992-12-12","1999-07-30"
40675,"d004","1993-10-30","9999-01-01"
402248,"d006","1986-09-19","9999-01-01"
66422,"d004","1993-07-19","9999-01-01"
222061,"d005","1989-12-14","1997-10-14"
53431,"d001","1985-10-24","1993-05-24"
218875,"d005","1988-07-22","1996-03-27"
434214,"d005","1994-06-15","9999-01-01"
74424,"d002","1992-03-14","2000-01-30"
401666,"d007","1985-05-21","9999-01-01"
432311,"d007","1993-06-23","9999-01-01"
285789,"d007","1986-05-11","1992-12-15"
233794,"d007","1997-10-20","9999-01-01"
400130,"d004","1998-08-09","9999-01-01"
272758,"d003","1999-01-02","2002-02-20"
459757,"d005","1996-09-21","9999-01-01"
269113,"d004","1986-11-13","9999-01-01"
423603,"d007","1994-01-30","9999-01-01"
453081,"d006","2000-01-28","9999-01-01"
219735,"d008","1997-05-01","1997-10-26"
71267,"d005","1987-10-24","9999-01-01"
498951,"d001","1998-03-05","1998-08-06"
253099,"d004","1986-12-25","9999-01-01"
464576,"d004","1987-08-01","9999-01-01"
48355,"d004","1997-10-29","9999-01-01"
273946,"d005","1989-08-12","9999-01-01"
283883,"d003","1997-10-19","9999-01-01"
266158,"d005","1987-12-25","1989-04-08"
450003,"d005","1986-05-22","9999-01-01"
10496,"d002","1995-08-29","1999-01-26"
20054,"d004","1999-03-25","2000-01-10"
274237,"d002","1989-12-19","9999-01-01"
434309,"d003","1986-02-06","9999-01-01"
202098,"d004","1985-04-07","1999-05-26"
234045,"d007","1999-09-04","9999-01-01"
81709,"d008","1996-01-04","9999-01-01"
268468,"d005","1996-03-29","9999-01-01"
409894,"d007","1988-06-15","9999-01-01"
58933,"d004","1997-07-20","1999-02-20"
426480,"d001","1998-06-12","1999-11-17"
439478,"d008","1991-07-13","9999-01-01"
279974,"d005","1998-01-28","2002-06-08"
284638,"d009","1995-11-15","9999-01-01"
455794,"d007","1998-05-02","1998-07-29"
458925,"d007","1986-09-14","1988-09-27"
444791,"d002","1997-07-28","9999-01-01"
438744,"d004","1999-02-02","1999-11-25"
86404,"d005","1989-09-04","9999-01-01"
217857,"d009","1990-06-30","9999-01-01"
200621,"d007","1995-08-01","1999-10-22"
71842,"d001","1992-12-28","9999-01-01"
66004,"d004","1992-06-08","9999-01-01"
233032,"d005","1989-08-28","9999-01-01"
98819,"d009","1988-01-05","9999-01-01"
48599,"d004","1994-02-25","1994-08-05"
96470,"d005","1997-08-24","9999-01-01"
454311,"d006","1999-04-27","9999-01-01"
233527,"d002","1987-05-12","9999-01-01"
79197,"d005","1988-06-02","1989-11-14"
478577,"d008","1995-09-01","2002-06-24"
266352,"d001","1988-08-01","9999-01-01"
455604,"d008","1991-02-24","1993-04-22"
62337,"d004","1986-03-12","9999-01-01"
488772,"d005","1992-12-15","9999-01-01"
448893,"d004","1985-09-14","9999-01-01"
211887,"d005","1994-12-17","9999-01-01"
472490,"d004","1987-12-19","9999-01-01"
19687,"d001","1996-12-23","9999-01-01"
294765,"d005","1986-05-25","2000-02-21"
285511,"d003","1999-11-10","2002-03-08"
289311,"d004","1992-07-24","9999-01-01"
58939,"d009","2000-11-14","9999-01-01"
417963,"d001","1995-06-14","1998-06-05"
12833,"d005","1987-06-04","9999-01-01"
109033,"d005","1997-01-21","9999-01-01"
272345,"d006","1991-07-06","9999-01-01"
273487,"d003","1992-09-06","9999-01-01"
290210,"d007","1993-04-16","9999-01-01"
400908,"d004","1986-08-13","9999-01-01"
272599,"d001","1993-07-15","9999-01-01"
294748,"d001","1992-09-27","1993-09-28"
277354,"d008","1986-07-23","9999-01-01"
471627,"d002","1990-01-26","9999-01-01"
407432,"d004","1986-08-12","9999-01-01"
207329,"d003","1997-06-30","9999-01-01"
295623,"d009","1997-11-10","9999-01-01"
24330,"d004","1991-07-22","1992-11-05"
25312,"d004","1992-05-10","9999-01-01"
70425,"d001","1994-05-16","9999-01-01"
482741,"d005","1993-04-10","1995-05-01"
474717,"d004","1985-11-15","9999-01-01"
498822,"d004","1999-01-30","9999-01-01"
494175,"d005","1998-01-25","9999-01-01"
19626,"d008","1995-12-15","9999-01-01"
264215,"d004","1990-09-15","9999-01-01"
448557,"d003","1999-06-08","9999-01-01"
235575,"d008","1988-01-28","9999-01-01"
456854,"d003","1989-06-29","2002-03-10"
72384,"d007","1991-08-25","9999-01-01"
457413,"d001","1990-11-11","9999-01-01"
477228,"d005","1994-09-08","9999-01-01"
33869,"d007","1994-11-14","2000-03-28"
219953,"d007","1993-06-06","9999-01-01"
61470,"d002","1988-03-28","9999-01-01"
457664,"d007","1995-04-07","9999-01-01"
412383,"d006","1999-10-26","9999-01-01"
34833,"d001","1991-01-30","9999-01-01"
445595,"d004","1993-05-13","1998-07-13"
472147,"d007","1998-10-26","9999-01-01"
213397,"d005","1990-10-26","1993-08-16"
225289,"d005","1992-06-17","9999-01-01"
63894,"d005","1998-06-24","2000-09-14"
437244,"d002","1998-05-03","2001-05-14"
30951,"d006","1987-08-26","9999-01-01"
287231,"d001","1988-10-12","9999-01-01"
427061,"d005","1990-11-10","9999-01-01"
25534,"d001","1986-11-22","9999-01-01"
105179,"d005","1994-03-28","9999-01-01"
409734,"d005","1987-03-15","9999-01-01"
77263,"d001","1996-07-15","9999-01-01"
495717,"d003","1996-08-07","1997-03-02"
401634,"d005","1994-03-25","9999-01-01"
499581,"d004","1997-11-18","9999-01-01"
43286,"d006","1998-03-21","9999-01-01"
474581,"d005","1997-03-10","9999-01-01"
281321,"d003","1997-02-26","9999-01-01"
262378,"d009","1992-04-01","9999-01-01"
80910,"d001","1998-07-20","9999-01-01"
29156,"d004","1988-08-04","9999-01-01"
276716,"d006","1988-03-30","1990-07-29"
212141,"d002","1990-07-30","9999-01-01"
272914,"d005","1991-11-09","9999-01-01"
20528,"d008","1985-06-04","9999-01-01"
443680,"d004","1991-01-17","9999-01-01"
65994,"d005","1990-01-13","9999-01-01"
226624,"d004","2000-02-02","9999-01-01"
229074,"d005","2001-08-07","9999-01-01"
472065,"d005","1989-09-19","9999-01-01"
408363,"d007","1986-11-05","9999-01-01"
236905,"d005","1989-06-19","9999-01-01"
63560,"d004","1994-12-12","9999-01-01"
24784,"d004","1991-04-11","1992-06-20"
30506,"d007","1997-01-27","2002-06-17"
272870,"d005","1991-01-07","9999-01-01"
286676,"d006","1994-04-03","9999-01-01"
99383,"d004","1999-03-15","9999-01-01"
429494,"d005","1998-11-21","9999-01-01"
451955,"d005","1992-10-01","1998-09-21"
46231,"d004","1985-11-14","1993-04-26"
230785,"d005","1997-01-18","9999-01-01"
415155,"d009","1991-08-16","9999-01-01"
401915,"d004","1997-08-15","9999-01-01"
239776,"d007","1986-06-25","9999-01-01"
79790,"d004","1986-11-27","9999-01-01"
497537,"d009","2000-06-30","9999-01-01"
207477,"d007","1992-10-16","1996-04-23"
222588,"d008","1995-04-05","9999-01-01"
200110,"d005","1999-09-14","9999-01-01"
27604,"d004","1989-04-22","9999-01-01"
470590,"d005","1991-07-20","9999-01-01"
17681,"d007","1985-09-25","2000-02-29"
32757,"d007","1994-11-27","9999-01-01"
282576,"d005","1995-03-31","9999-01-01"
101208,"d004","1999-10-01","9999-01-01"
68668,"d004","1989-12-26","1990-07-12"
404439,"d005","1985-02-18","9999-01-01"
233298,"d009","1998-11-02","9999-01-01"
423929,"d008","1991-09-16","1993-12-16"
473553,"d007","1995-04-08","9999-01-01"
246248,"d007","1991-05-31","9999-01-01"
107368,"d009","1996-09-07","1999-10-23"
50570,"d005","1994-03-15","9999-01-01"
424700,"d005","1985-11-19","9999-01-01"
208103,"d007","1997-08-31","9999-01-01"
67040,"d009","1994-10-29","9999-01-01"
220308,"d006","1992-05-15","1993-11-09"
34210,"d005","1996-08-26","1996-11-14"
457797,"d003","1998-08-09","9999-01-01"
275101,"d009","1997-02-25","2002-04-05"
432133,"d005","1991-08-11","9999-01-01"
438403,"d004","1997-08-16","1998-06-15"
46101,"d006","1998-04-05","1999-11-21"
498554,"d007","1997-01-16","9999-01-01"
219219,"d005","1995-01-21","9999-01-01"
271642,"d004","1993-04-27","9999-01-01"
100381,"d001","1985-12-30","9999-01-01"
429847,"d005","1995-01-28","9999-01-01"
470665,"d008","1987-08-01","9999-01-01"
92737,"d004","1994-10-16","2000-02-19"
62421,"d001","1998-12-13","9999-01-01"
289038,"d001","1996-12-09","2002-04-30"
297136,"d005","1991-01-07","9999-01-01"
273332,"d006","1996-09-18","9999-01-01"
97773,"d009","1997-08-07","9999-01-01"
234029,"d005","1995-04-24","1997-03-03"
406119,"d005","1985-06-11","9999-01-01"
485125,"d004","1997-12-28","9999-01-01"
86150,"d009","1985-04-16","9999-01-01"
75845,"d005","1997-05-02","9999-01-01"
229283,"d005","1999-06-01","9999-01-01"
92759,"d008","1989-02-12","9999-01-01"
274397,"d007","1992-06-16","9999-01-01"
433932,"d004","1996-10-23","9999-01-01"
486511,"d003","1997-09-25","9999-01-01"
229867,"d004","1990-10-28","9999-01-01"
429405,"d008","1994-05-30","9999-01-01"
431838,"d005","1995-04-25","9999-01-01"
435307,"d007","1991-05-31","9999-01-01"
231282,"d004","1999-09-05","9999-01-01"
228087,"d005","1998-05-04","9999-01-01"
278730,"d005","1997-06-07","9999-01-01"
412100,"d005","1996-04-15","1996-07-07"
93661,"d008","1998-11-09","9999-01-01"
106060,"d002","1998-03-23","2000-01-24"
77913,"d004","1985-10-08","9999-01-01"
431986,"d009","1988-09-19","9999-01-01"
85077,"d003","1993-03-15","9999-01-01"
460709,"d007","1990-05-15","9999-01-01"
279432,"d004","1985-06-26","1997-04-03"
476311,"d004","1987-10-09","9999-01-01"
82532,"d004","1996-07-18","1999-05-13"
217619,"d002","1985-09-19","9999-01-01"
104905,"d007","1986-09-05","1995-04-09"
223079,"d005","1986-07-20","9999-01-01"
18884,"d004","1995-08-18","9999-01-01"
415020,"d005","1996-09-12","9999-01-01"
429693,"d004","1988-04-10","9999-01-01"
272416,"d004","1991-10-11","9999-01-01"
201043,"d007","1996-12-12","2001-10-16"
102426,"d001","1998-08-17","1999-01-15"
52900,"d001","1990-01-12","9999-01-01"
461924,"d005","1994-01-25","9999-01-01"
296520,"d004","1986-01-17","1998-12-02"
103010,"d005","1994-02-28","9999-01-01"
81734,"d005","1990-03-09","9999-01-01"
484586,"d005","1987-05-03","9999-01-01"
61955,"d001","1986-05-19","9999-01-01"
