"emp_no","salary","from_date","to_date"
227389,119016,"2002-04-11","9999-01-01"
265194,48983,"1998-06-01","1999-06-01"
89878,76874,"1994-09-25","1995-09-25"
38317,53996,"1992-07-23","1993-07-23"
484172,41187,"1992-11-04","1993-11-04"
407967,59142,"1988-01-01","1988-12-31"
230271,40000,"1994-08-13","1995-08-13"
210040,47084,"1986-12-04","1987-12-04"
457967,40000,"1998-01-12","1999-01-12"
214166,115105,"2002-06-18","9999-01-01"
40465,47300,"1989-02-23","1990-02-23"
445266,40000,"1994-08-19","1995-08-19"
64387,86417,"1992-08-10","1993-08-10"
64000,90035,"1999-01-14","2000-01-14"
431633,55873,"1990-07-22","1991-07-22"
79401,59483,"2000-07-05","2001-07-05"
440245,47177,"1994-06-01","1995-06-01"
17373,88956,"2001-11-22","9999-01-01"
83321,59104,"1998-01-10","1999-01-10"
63598,62078,"1997-01-22","1998-01-22"
457099,85438,"1998-04-14","1999-04-14"
490126,52541,"2001-10-09","9999-01-01"
483439,105506,"2000-08-12","2001-08-12"
290656,51235,"1989-09-02","1990-09-02"
40081,94265,"2001-01-07","2002-01-07"
242709,60233,"1994-09-09","1995-09-09"
492341,93707,"2001-12-25","9999-01-01"
94789,40396,"1994-03-03","1995-03-03"
291827,48456,"1999-10-30","2000-10-29"
481723,68051,"2001-09-26","9999-01-01"
407783,41033,"1998-08-11","1999-08-11"
436678,62543,"1997-02-23","1998-02-23"
35401,58914,"2002-07-18","9999-01-01"
106403,96677,"1997-03-17","1998-03-17"
295054,55018,"1992-11-04","1993-11-04"
241165,45113,"2001-08-10","9999-01-01"
253800,59520,"1995-10-07","1996-10-06"
206887,85197,"1992-07-29","1993-07-29"
297582,61734,"1987-03-31","1988-03-30"
466365,62657,"2000-10-19","2001-10-19"
294004,49184,"1989-06-18","1990-06-18"
480223,67583,"2002-07-17","9999-01-01"
201052,52796,"1997-01-22","1998-01-22"
278743,44208,"1989-03-08","1989-06-14"
255517,91455,"1998-01-13","1999-01-13"
486498,86624,"1998-08-08","1999-08-08"
105485,43477,"1989-03-20","1990-03-20"
224053,75527,"2000-03-17","2001-03-17"
471800,67413,"1986-08-12","1987-08-12"
212395,58101,"1990-05-06","1991-05-06"
418528,79042,"2000-05-08","2001-05-08"
233449,66502,"1998-01-22","1999-01-22"
406363,80923,"1999-06-04","1999-07-06"
221012,58513,"1999-05-22","2000-05-21"
285396,84723,"1993-10-02","1994-10-02"
292324,40644,"1991-03-13","1992-03-12"
408037,63431,"2001-08-18","9999-01-01"
470055,51335,"1995-01-08","1996-01-08"
241918,43064,"1988-09-29","1989-09-29"
205782,75033,"1992-10-04","1993-10-04"
442921,70012,"2001-04-29","2002-04-29"
107605,71256,"1991-12-12","1992-12-11"
291563,60899,"1997-08-11","1998-08-11"
202229,52760,"1994-09-13","1995-09-13"
470350,41393,"1989-03-21","1989-11-18"
34976,95902,"2000-11-17","2001-11-17"
32520,59712,"1997-12-13","1998-12-13"
284874,68375,"1990-07-20","1991-07-20"
408082,44945,"1999-04-19","2000-04-18"
489146,65591,"1993-12-29","1994-12-29"
241372,62460,"1994-06-30","1995-06-30"
252607,44352,"1991-12-29","1992-12-28"
492403,87682,"2001-10-22","9999-01-01"
61045,75217,"2000-06-04","2001-06-04"
424461,87614,"2000-05-16","2001-05-16"
262714,60205,"2002-02-05","9999-01-01"
492109,71057,"2000-10-14","2001-10-14"
57184,57501,"1997-09-01","1998-09-01"
82825,48780,"1996-02-10","1997-02-09"
94238,97173,"2001-11-06","9999-01-01"
245989,40560,"1989-09-13","1990-09-13"
238236,43895,"1987-02-11","1988-02-11"
427211,66554,"1998-05-22","1999-05-22"
15005,50368,"1986-05-23","1987-05-23"
235810,45663,"1988-05-21","1989-05-21"
31139,60906,"1994-10-28","1995-10-28"
255319,52840,"1991-02-11","1992-02-11"
238492,61705,"1996-07-15","1997-07-15"
400785,67786,"1999-10-03","2000-10-02"
22976,72562,"1999-05-26","2000-05-25"
400256,45214,"1999-05-06","2000-05-05"
203022,44608,"1988-12-26","1989-12-26"
86365,61926,"1999-03-30","2000-03-29"
104881,48474,"1991-02-28","1992-02-28"
478944,83733,"1996-03-07","1997-03-07"
289033,83514,"1999-10-26","2000-10-25"
265799,64576,"1997-08-10","1998-08-10"
449640,54229,"1997-05-09","1998-05-09"
243862,94366,"2000-07-09","2001-07-09"
235973,42905,"1997-03-27","1998-03-27"
100832,48406,"1996-03-24","1997-03-24"
434566,79356,"1991-02-26","1992-02-26"
104609,53420,"1998-12-26","1999-12-26"
210710,105977,"2001-01-16","2002-01-16"
216360,89315,"2000-06-14","2001-06-14"
442876,58213,"1996-05-07","1996-09-29"
457888,59728,"1992-12-22","1993-12-22"
29946,70402,"1993-08-13","1994-08-13"
209901,54294,"1995-12-23","1996-12-22"
73824,43700,"1996-06-30","1997-06-30"
66551,58983,"1994-06-02","1995-06-02"
406085,55221,"1994-02-05","1995-02-05"
65870,45621,"2000-11-01","2001-11-01"
438161,81651,"1998-11-13","1999-11-13"
266800,58214,"1997-05-09","1998-05-09"
99924,82495,"1999-06-09","2000-06-08"
452007,79738,"1991-04-10","1992-04-09"
222991,48145,"1999-11-27","2000-11-26"
61715,92863,"2001-07-08","2002-07-08"
445244,79369,"2001-04-08","2002-04-08"
247154,67992,"1998-03-06","1999-03-06"
255525,70496,"2000-06-02","2001-06-02"
38782,39724,"1986-02-02","1987-02-02"
479971,44695,"1996-01-29","1997-01-28"
222805,93487,"1998-08-21","1999-08-21"
44069,48754,"1992-07-18","1993-07-18"
291810,55535,"1995-09-16","1996-09-15"
85750,92263,"2002-05-20","2002-05-21"
22479,45253,"1989-11-05","1990-11-05"
237324,50399,"1999-06-10","2000-06-09"
232338,55004,"1996-03-07","1997-03-07"
205803,40000,"1990-09-08","1991-09-08"
94360,50011,"1998-05-31","1999-05-31"
10752,42999,"1994-05-28","1995-05-28"
68572,49868,"1995-10-03","1996-10-02"
21760,95640,"1997-09-05","1998-09-05"
458922,45817,"1992-04-25","1993-04-25"
92841,86500,"1998-08-03","1999-08-03"
44744,71000,"1991-04-13","1992-04-12"
477769,40000,"1993-01-13","1994-01-13"
86838,49537,"1992-03-10","1993-03-10"
410101,51429,"1993-02-15","1994-02-15"
214010,54024,"1999-08-29","2000-08-28"
233877,82648,"2002-01-16","9999-01-01"
35590,43644,"1999-04-04","2000-04-03"
292245,77042,"2001-10-27","9999-01-01"
25777,62908,"2001-01-23","2002-01-23"
73431,46186,"1988-11-30","1989-11-30"
50140,69021,"1998-07-06","1999-07-06"
272985,57163,"1996-09-23","1997-09-23"
282220,56264,"2001-04-11","2002-04-11"
464301,60991,"2002-06-09","9999-01-01"
77474,62327,"1998-08-16","1999-08-16"
266357,95833,"1995-02-14","1996-02-14"
401897,60262,"1988-12-04","1989-12-04"
262418,86162,"2000-11-29","2001-11-29"
262698,41717,"1990-04-25","1991-04-25"
477056,63033,"1995-07-25","1996-07-24"
267074,62125,"1999-06-13","1999-09-02"
76356,45421,"1989-10-05","1990-10-05"
298962,88178,"1998-08-05","1999-08-05"
247825,55042,"2000-04-08","2001-04-08"
248588,97866,"1999-12-31","2000-12-30"
483768,68604,"2002-06-08","9999-01-01"
235726,40000,"1985-04-12","1986-04-12"
475929,63066,"2002-02-13","9999-01-01"
276545,51795,"2000-04-21","2000-07-20"
402984,67557,"1989-07-20","1990-07-20"
76023,47856,"1986-08-27","1987-08-27"
423996,54821,"1986-10-17","1987-10-17"
55071,66465,"1994-01-12","1995-01-12"
218598,46966,"1989-06-21","1990-06-21"
288784,47214,"1998-10-23","1999-10-23"
30808,62405,"1999-03-03","2000-03-02"
104275,60422,"2000-10-12","2001-10-12"
488212,65195,"2001-02-24","2002-02-24"
473605,57686,"1986-05-07","1987-05-07"
28220,45869,"1988-11-24","1989-04-30"
298635,76039,"2001-12-31","9999-01-01"
207401,69152,"1997-08-07","1998-08-07"
52500,43043,"1991-09-02","1992-09-01"
27035,74162,"1996-06-01","1997-06-01"
477728,52548,"1996-05-10","1997-05-10"
451833,101094,"1997-04-20","1998-04-20"
22973,64954,"1998-01-31","1999-01-31"
294998,58955,"2001-08-16","9999-01-01"
433805,63954,"2001-07-08","2002-07-08"
459706,53314,"1989-02-22","1990-02-22"
60085,40000,"1988-08-18","1989-08-18"
63479,55666,"1996-01-05","1997-01-04"
283235,81155,"1993-02-22","1994-02-22"
37182,47127,"1989-10-24","1990-10-24"
230910,111273,"1999-04-11","2000-04-10"
253597,60340,"1996-11-27","1997-11-27"
470490,43756,"1993-11-02","1994-11-02"
256236,51839,"1994-05-02","1995-05-02"
18120,78601,"1996-06-03","1997-06-03"
58387,66545,"1996-12-17","1997-12-17"
83493,77044,"1998-05-27","1999-05-27"
405084,40164,"1999-06-11","2000-06-10"
413629,70567,"1996-06-20","1997-06-20"
221705,51600,"1994-04-19","1995-04-19"
442066,62586,"1994-04-24","1995-04-24"
96361,65922,"2000-07-04","2001-07-04"
267480,42324,"1986-12-01","1987-12-01"
259736,63488,"1999-08-17","2000-08-16"
450494,81770,"1999-04-25","2000-04-24"
457250,59552,"1995-06-15","1996-06-14"
221673,75049,"1991-11-11","1992-11-10"
37635,86944,"1999-12-16","2000-12-15"
438254,47722,"1990-06-20","1991-06-20"
78997,116165,"2002-02-24","9999-01-01"
261876,44702,"1998-07-09","1999-07-09"
240446,40325,"1991-03-20","1992-03-19"
234119,81925,"1998-05-11","1999-05-11"
41093,76998,"1999-10-18","2000-10-17"
72461,55216,"2002-04-06","9999-01-01"
408638,77249,"1998-03-10","1999-03-10"
15325,53983,"1987-01-04","1988-01-04"
287535,64936,"1996-04-22","1997-04-22"
450883,40000,"1998-12-31","1999-12-31"
246533,41739,"2000-10-30","2001-10-30"
68535,56689,"1985-12-17","1986-12-17"
201199,119660,"2002-02-02","9999-01-01"
402718,70652,"1995-02-13","1996-02-13"
437554,65627,"1996-12-04","1997-12-04"
276463,61679,"2002-07-24","9999-01-01"
258916,57995,"2001-03-07","2002-03-07"
55371,66707,"1992-08-22","1993-08-22"
422040,43160,"1991-06-03","1992-06-02"
292518,75079,"1993-01-21","1994-01-21"
250846,62666,"1996-12-12","1997-12-12"
87721,67817,"1997-05-20","1998-05-20"
35499,44540,"1987-05-05","1988-05-04"
42022,44663,"1993-09-10","1994-08-22"
478498,45896,"1999-03-11","2000-03-10"
411441,58047,"1998-03-21","1999-03-21"
476168,88505,"1987-06-01","1988-05-31"
76875,81970,"1993-10-25","1994-10-25"
405317,95549,"1998-05-06","1999-05-06"
435595,82585,"1999-04-26","2000-04-25"
441012,51005,"1990-03-21","1990-08-11"
239384,67559,"1996-11-01","1997-11-01"
444409,45841,"1996-09-19","1997-09-19"
439314,66341,"1997-08-20","1998-08-20"
413214,77449,"1996-06-23","1997-06-23"
14330,51667,"1995-07-02","1996-07-01"
82673,52397,"1997-06-16","1998-06-16"
408912,68024,"1995-10-24","1996-10-23"
469582,88995,"2001-01-27","2002-01-27"
408320,57429,"1997-06-24","1998-06-24"
495335,45188,"1999-12-25","2000-12-24"
46296,64689,"1995-02-23","1996-02-23"
232639,50270,"1991-08-09","1992-08-08"
243164,43743,"1993-05-08","1994-05-08"
231539,43632,"1998-02-10","1999-02-10"
12777,50672,"1994-08-20","1995-08-20"
43269,63148,"1999-05-26","2000-05-25"
94606,82296,"1994-09-11","1995-09-11"
424384,52611,"1990-10-30","1991-10-30"
100544,65437,"1997-09-22","1998-09-22"
492561,60858,"1997-01-30","1998-01-30"
439134,42172,"1990-09-02","1990-09-15"
216480,53160,"1995-01-20","1996-01-20"
444259,64094,"1996-12-30","1997-12-30"
454655,91503,"1995-09-28","1996-09-27"
67297,64642,"2002-01-01","9999-01-01"
102448,45642,"1991-02-04","1992-02-04"
444637,99298,"2000-09-04","2001-09-04"
16856,79994,"1997-08-30","1998-08-30"
408792,59176,"2002-04-06","9999-01-01"
495051,66344,"1992-07-20","1993-07-20"
442736,71709,"2000-07-25","2001-07-25"
225393,52467,"1996-03-04","1997-03-04"
288247,95599,"1997-08-19","1998-08-19"
107822,87573,"1994-01-22","1995-01-22"
295077,44699,"1999-10-06","2000-10-05"
102605,41350,"1985-11-13","1986-11-13"
256006,49223,"2000-06-11","2001-06-11"
477271,49743,"1996-03-06","1997-03-06"
46904,57615,"1994-07-15","1995-07-15"
77586,40000,"1992-03-06","1993-03-06"
424252,68295,"1988-07-22","1989-07-22"
34762,40091,"1995-03-07","1995-09-09"
419806,40000,"1994-06-16","1995-06-16"
475606,50536,"1991-12-25","1992-12-24"
439608,59507,"1999-03-29","2000-03-28"
440292,65033,"1992-07-28","1993-07-28"
477725,66429,"1993-03-03","1994-03-03"
57718,40000,"1991-01-04","1992-01-04"
435297,91147,"1995-11-25","1996-11-24"
410671,50567,"2000-05-04","2001-05-04"
202695,83642,"1994-07-06","1995-07-06"
295762,76026,"2002-07-31","9999-01-01"
286418,74898,"1991-06-24","1992-06-23"
275192,82422,"1996-05-18","1997-05-18"
289002,77349,"2001-02-03","2002-02-03"
229983,70806,"2002-06-17","9999-01-01"
69102,52336,"1995-06-03","1996-06-02"
286391,57607,"1999-01-18","2000-01-18"
264282,61703,"1991-06-02","1992-06-01"
452320,46696,"1993-01-30","1994-01-30"
454961,67252,"1998-02-05","1999-02-05"
98584,59466,"1999-03-14","2000-03-13"
485253,58860,"1999-07-20","2000-07-19"
248801,59044,"2000-11-13","2001-09-25"
32090,40000,"1996-08-30","1997-08-30"
239507,55912,"1997-05-17","1998-05-17"
297749,43832,"1987-01-18","1988-01-18"
55301,51048,"1993-08-22","1994-08-22"
10084,86412,"1999-12-14","2000-12-13"
468169,59009,"1990-06-30","1991-06-30"
72796,68818,"1998-09-29","1999-09-29"
12066,80907,"1992-09-18","1993-09-18"
220804,60838,"1995-05-14","1996-05-13"
88759,43801,"1995-03-28","1996-03-27"
24634,71941,"1994-05-28","1995-05-28"
81141,55579,"2000-10-05","2001-10-05"
242201,76353,"1985-10-07","1986-10-07"
488922,90478,"1998-05-20","1999-05-20"
284250,60903,"1997-12-09","1998-12-09"
435065,58804,"1993-02-18","1994-02-18"
441297,59807,"1998-09-06","1999-09-06"
435156,72991,"1999-04-22","2000-04-21"
27340,48532,"1998-05-25","1999-05-25"
215848,67654,"2000-08-31","2001-08-31"
406824,106802,"1999-11-08","2000-11-07"
72125,85549,"1997-05-09","1998-05-09"
95000,52229,"1993-04-15","1994-04-15"
250882,77991,"1991-11-25","1992-11-24"
265985,46882,"1991-03-25","1992-03-24"
452406,40196,"1994-05-11","1995-05-11"
27251,59735,"1997-04-27","1998-04-27"
35785,58573,"2000-04-07","2001-04-07"
200564,54615,"2000-08-06","2001-08-06"
443770,56157,"1990-05-24","1991-05-24"
66383,39582,"1989-08-08","1990-08-08"
62013,56984,"2000-11-22","2001-11-22"
202083,49996,"1991-04-10","1992-04-09"
39327,43195,"1994-01-08","1995-01-08"
45015,50198,"1997-12-21","1998-12-21"
477163,82432,"2000-03-23","2001-03-23"
258598,54436,"1990-06-13","1991-06-13"
269434,52906,"1998-09-23","1999-09-23"
28714,42719,"1997-11-25","1998-11-25"
62166,70853,"1998-04-02","1999-04-02"
234628,71392,"1987-09-02","1988-09-01"
202584,76352,"2000-12-13","2001-12-13"
268418,43312,"1995-03-13","1996-03-12"
70217,42181,"1993-12-07","1994-12-07"
278953,61876,"2001-08-08","9999-01-01"
53840,46918,"1998-09-23","1999-09-23"
106214,50933,"1996-03-29","1997-03-29"
200015,57778,"1997-09-28","1998-09-28"
94049,95787,"1996-04-25","1997-04-25"
200442,81399,"1994-01-19","1995-01-19"
65797,106989,"1992-01-16","1993-01-15"
76220,69585,"1998-02-24","1999-02-24"
475016,68786,"2000-04-28","2001-04-28"
88355,48346,"1992-07-14","1993-07-14"
79328,40939,"1998-12-09","1999-12-09"
291796,60159,"1992-06-22","1993-06-22"
36388,97455,"1999-06-26","2000-06-25"
242528,64827,"2001-11-26","9999-01-01"
448146,44810,"1998-01-02","1999-01-02"
261916,46157,"1992-11-09","1993-11-09"
445667,56015,"1999-07-10","2000-07-09"
495044,67738,"2001-06-20","2002-06-20"
87303,40000,"1997-05-01","1998-05-01"
248562,57547,"1999-10-05","2000-10-04"
230811,74918,"1999-07-07","2000-07-06"
277533,61677,"1999-08-06","2000-08-05"
80636,45981,"1990-03-25","1991-03-25"
97218,65224,"1998-01-27","1999-01-27"
402707,40000,"1994-02-20","1995-02-20"
262241,70297,"2002-07-09","9999-01-01"
490468,75608,"1991-01-02","1992-01-02"
489376,55063,"1987-08-30","1988-08-29"
216816,40000,"1988-05-15","1989-05-15"
406297,59724,"1995-07-28","1996-07-27"
60292,49453,"1989-09-07","1990-09-07"
242546,58987,"1998-09-21","1999-09-21"
482288,77797,"1987-06-07","1988-06-06"
468587,60587,"1988-02-23","1989-02-22"
472741,53880,"2001-01-01","2002-01-01"
267549,43534,"1994-01-26","1995-01-26"
415233,49584,"1997-12-03","1998-12-03"
273215,68933,"1985-07-13","1986-07-13"
99692,41951,"1991-06-13","1992-06-12"
29841,60763,"2000-06-30","2001-06-30"
463404,57874,"1991-08-19","1992-08-18"
292522,47564,"2001-01-05","2002-01-05"
245450,97466,"2002-05-27","9999-01-01"
29284,65574,"2000-02-22","2001-02-21"
485318,75219,"2000-05-05","2001-05-05"
471499,45940,"1990-07-16","1991-07-16"
277742,44738,"1990-04-06","1991-04-05"
405807,43033,"1994-11-30","1995-11-30"
206291,96714,"1996-04-18","1997-04-18"
498191,105205,"1994-01-14","1995-01-14"
39143,99139,"1992-09-16","1993-09-16"
297408,42978,"1995-08-04","1996-08-03"
413721,57615,"1997-06-06","1998-06-06"
239508,60244,"1999-05-12","2000-05-11"
93063,71669,"2001-10-21","9999-01-01"
417751,55724,"1993-06-20","1994-06-20"
211795,118243,"1999-10-29","2000-10-28"
234989,56240,"1991-08-13","1992-08-12"
228660,44279,"1992-08-27","1993-08-27"
61710,67852,"2000-05-27","2001-05-27"
407651,69850,"1995-02-15","1996-02-15"
404932,98609,"1998-03-14","1999-03-14"
478128,68433,"1989-05-14","1990-05-14"
491820,45260,"1989-09-10","1990-09-10"
239802,78145,"1999-11-08","2000-11-07"
89205,41679,"1993-09-21","1994-09-21"
426523,66423,"1998-06-10","1999-06-10"
68392,65340,"2000-07-12","2001-07-12"
225136,60561,"1995-10-21","1996-10-20"
43333,54279,"1994-07-30","1995-07-30"
499664,73614,"2002-06-21","9999-01-01"
254294,53459,"1991-07-02","1992-07-01"
483642,46469,"1992-10-29","1993-10-29"
244602,59329,"1997-08-18","1998-08-18"
403553,101648,"2000-02-02","2001-02-01"
488789,83858,"1991-11-05","1992-11-04"
80502,77421,"2001-06-12","2001-09-23"
205382,107864,"2001-10-16","9999-01-01"
496427,81506,"2002-02-18","9999-01-01"
87920,46529,"1997-06-28","1998-06-28"
415685,70364,"2002-04-01","9999-01-01"
299747,68757,"2001-11-24","9999-01-01"
439645,80090,"2001-09-01","9999-01-01"
225739,61094,"1996-09-02","1997-09-02"
23525,70643,"2002-03-29","9999-01-01"
281632,79507,"1999-04-08","2000-04-07"
23040,89741,"1994-07-06","1995-07-06"
401238,58000,"2002-07-26","9999-01-01"
77995,55572,"1994-08-11","1995-08-11"
448040,57629,"1995-08-09","1996-08-08"
215959,67764,"2001-07-14","2002-07-14"
494394,58172,"1996-01-25","1997-01-24"
270019,58555,"1991-01-17","1992-01-17"
415780,81849,"1998-09-11","1999-09-11"
44652,52562,"1989-11-02","1990-11-02"
410773,42207,"1991-08-06","1991-09-16"
285084,60538,"1992-12-25","1993-12-25"
210511,85034,"2001-10-16","9999-01-01"
244819,79683,"1995-09-08","1996-09-07"
442223,41521,"1992-05-11","1993-05-11"
69349,45030,"1992-12-17","1993-12-17"
17262,56214,"1995-08-05","1996-08-04"
107674,78951,"1990-09-27","1991-09-27"
412699,75939,"1992-12-08","1993-12-08"
107936,101647,"1997-12-31","1998-12-31"
285307,72818,"1992-10-21","1993-10-21"
241647,46205,"1996-04-03","1997-04-03"
453610,60396,"1996-07-05","1997-07-05"
435620,40000,"1998-08-08","1999-08-08"
449745,96410,"1998-07-24","1999-07-24"
472697,64692,"1999-08-30","2000-08-29"
437765,69827,"1998-10-10","1999-10-10"
77100,62813,"1993-12-23","1994-12-23"
100777,46213,"1990-09-07","1991-09-07"
439115,89893,"2000-10-14","2001-10-14"
428727,86451,"1994-04-22","1995-04-22"
295979,53107,"1993-03-16","1994-03-16"
426261,65377,"1999-03-15","2000-03-14"
486616,64507,"1991-02-18","1992-02-18"
228448,77260,"2000-03-21","2001-03-21"
99487,70778,"1990-07-08","1991-07-08"
57015,60745,"2000-02-27","2001-02-26"
248269,61480,"1996-11-08","1997-11-08"
91174,49571,"1995-02-17","1996-02-17"
267069,115661,"1991-04-25","1992-04-24"
84347,77754,"1992-09-05","1993-09-05"
80872,53498,"1991-06-26","1992-06-25"
211283,56356,"1999-03-01","2000-02-29"
273454,66128,"1987-08-28","1988-08-27"
450760,61338,"1988-04-16","1989-04-16"
483476,55618,"1991-07-11","1992-07-10"
57050,109306,"2000-08-23","2001-08-23"
35964,40000,"1994-11-20","1995-10-27"
295212,40000,"1993-08-22","1994-08-22"
53124,52231,"2001-04-30","2002-04-30"
462342,58468,"1995-11-24","1996-11-23"
463646,78459,"1991-07-05","1992-07-04"
85427,41491,"1988-10-21","1989-10-21"
470426,47755,"1999-02-06","2000-02-06"
84042,43247,"1992-09-14","1993-09-14"
495443,89151,"2000-12-23","2001-12-23"
284017,104746,"2001-10-03","9999-01-01"
467445,64997,"2000-03-08","2001-03-08"
210695,49535,"1987-07-31","1988-07-30"
467878,40000,"1986-06-29","1987-06-29"
459736,46767,"1992-07-29","1993-07-29"
472559,90227,"1997-02-28","1998-02-28"
484720,56017,"1999-09-23","2000-09-22"
483734,80358,"2002-03-10","9999-01-01"
55990,41296,"1993-07-15","1994-07-15"
475446,64882,"1992-07-28","1993-07-28"
248013,92695,"1990-07-23","1991-07-23"
28516,44028,"1995-08-10","1996-08-09"
482448,90749,"1994-10-07","1995-10-07"
243944,59791,"1996-09-08","1997-09-08"
428529,51047,"1991-08-13","1992-08-12"
446354,56316,"2000-07-13","2001-07-13"
218414,45088,"1987-10-18","1988-10-17"
20124,83198,"1991-05-14","1992-05-13"
489941,69678,"1997-09-23","1998-09-23"
11324,59035,"1988-08-28","1989-08-28"
402419,97257,"1998-11-08","1999-11-08"
97816,46454,"1997-06-12","1998-06-12"
295738,57123,"1999-12-09","2000-12-08"
52548,75227,"1995-03-23","1996-03-22"
410610,48772,"1991-01-30","1992-01-30"
243144,90038,"2000-04-08","2001-04-08"
12675,117946,"2000-11-16","2001-11-16"
451993,55845,"1997-08-29","1998-08-29"
447431,70119,"1998-12-12","1999-12-12"
278687,52531,"1993-09-04","1994-09-04"
436884,85214,"1994-10-02","1995-10-02"
32291,49943,"1990-12-05","1991-12-05"
463605,53790,"2001-07-13","2002-07-13"
439362,55693,"1989-10-11","1990-10-11"
218889,60511,"1996-08-07","1997-08-07"
108970,53083,"1999-06-04","2000-06-03"
